name,gcode,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,outPoly,inv_phi,bar_phi,invbar_phi,matrix_sym_type,fillings,alg_genus,arrowpoly,namelink,inv,bar,barinv,dig_sym_type,r3_orbit,r3_orbit_length,cable_arr_poly,slice
7.45001,O1O2U1O3O4U5U6O5U3O6U2O7U4U7,"[[ 0 -1  0  0  1 -1  0  1]
 [ 1  0  1  0  1  1  1  0]
 [ 0 -1  0  1  2 -1  0  1]
 [ 0  0 -1  0  0  0  1  1]
 [-1 -1 -2  0  0 -2  0  1]
 [ 1 -1  1  0  2  0  0  1]
 [ 0 -1  0 -1  0  0  0  1]
 [-1  0 -1 -1 -1 -1 -1  0]]","[[ 0  1  1  0  0  0 -1 -1]
 [-1  0  1  0  0 -2 -1 -2]
 [-1 -1  0 -1 -1 -1  0 -1]
 [ 0  0  1  0  1 -1  0  0]
 [ 0  0  1 -1  0  0 -1  0]
 [ 0  2  1  1  0  0 -1 -1]
 [ 1  1  0  0  1  1  0  1]
 [ 1  2  1  0  0  1 -1  0]]",True,"[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 2, 1, 2, 1, 1, 1, 0, 1, -1, 1, 0, 0, 0, 1, 0, 1, 1, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 0, 1, 2, -1, 1, 1, 0, 1, 0, 1, 0, 0, -1, 1, 0, 1, 1, -1]",t^{7} + 20 t^{5} + 60 t^{3} + 12 t,t^{8} + 24 t^{6} + 78 t^{4} + 21 t^{2} + 1,"[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 1, 1, 0, 1, 0, -1, -1, 0, 1, 1, 0, 1, 0, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 0, 1, 2, -1, 1, 1, 0, 1, 0, 1, 0, 0, -1, 1, 0, 1, 1, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 1, 1, 0, 1, 1, -1, 1, 0, 0, 1, 0, 1, 2, -1]","[0, 0, 0]","[[{1, 7}, {6}, {4, 5}, {2, 3}], [{5, 7}, {2, 6}, {1, 4}, {3}], [{7}, {4, 6}, {2, 5}, {1, 3}]]",1,12*K1**2 - 6*K2 - 5,"<a href=""/flatknot/7.45001"">7.45001</a>",O1O2U3O4O3U5U1O5U4O6U2O7U6U7,O1O2U1O3U2O4U5O6O5U7U4O7U3U6,O1O2U1O3U4O5U6O4O6U2U5O7U3U7,"[0, 0, 0]",{'O1O2U1O3O4U5U6O5U3O6U2O7U4U7'},1,,False
7.45002,O1O2U1O3O4U5U6O5U3O6U4O7U2U7,"[[ 0 -1  0  0  1 -1  0  1]
 [ 1  0  1  0  0  1  1  1]
 [ 0 -1  0  0  1 -1  0  1]
 [ 0  0  0  0  0  0  1  0]
 [-1  0 -1  0  0 -2  0  0]
 [ 1 -1  1  0  2  0  0  1]
 [ 0 -1  0 -1  0  0  0  1]
 [-1 -1 -1  0  0 -1 -1  0]]","[[ 0  1  1  0  0 -1 -1]
 [-1  0  0  0  0  0 -2]
 [-1  0  0  0 -1 -1 -1]
 [ 0  0  0  0  1  0  0]
 [ 0  0  1 -1  0 -1  0]
 [ 1  0  1  0  1  0  1]
 [ 1  2  1  0  0 -1  0]]",False,"[-1, -1, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 1, 1, -1, 0, 0, 1, 0, -1]","[-1, -1, 0, 0, 1, 1, -1, 0, 0, 1, 2, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]",t^{6} + 10 t^{4} + 19 t^{2} + 4,t^{7} + 14 t^{5} + 31 t^{3} + 8 t,"[-1, -1, 0, 0, 1, 1, -1, 0, 1, 1, 2, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0]","[-1, -1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 2, -1, 1, 0, 1, 1, -1]","[-1, -1, 0, 0, 1, 1, -1, 0, 0, 1, 2, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0]","[[{1, 7}, {3, 6}, {4, 5}, {2}]]",0,8*K1**2 - 4*K2 - 3,"<a href=""/flatknot/7.45002"">7.45002</a>",O1O2U3O4O3U5U4O5U1O6U2O7U6U7,O1O2U1O3U2O4U5O6O5U7U6O7U3U4,O1O2U1O3U4O5U6O4O6U3U5O7U2U7,"[0, 0, 0]",{'O1O2U1O3O4U5U6O5U3O6U4O7U2U7'},1,-7680*K1**6 - 832*K1**4*K2**2 + 21376*K1**4*K2 - 46704*K1**4 + 640*K1**3*K2*K3 - 3904*K1**3*K3 + 1568*K1**2*K2**3 - 22624*K1**2*K2**2 - 416*K1**2*K2*K4 + 35392*K1**2*K2 - 48*K1**2*K3**2 + 14224*K1**2 - 800*K1*K2**2*K3 + 10640*K1*K2*K3 + 80*K1*K3*K4 - 1040*K2**4 + 744*K2**2*K4 - 4680*K2**2 - 912*K3**2 - 60*K4**2 + 5034,
7.45003,O1O2U1O3O4U5U6O5U7O6U2O7U3U4,"[[ 0 -1  0  0  2 -1  0  0]
 [ 1  0  1  1  1  1  1  0]
 [ 0 -1  0  0  1 -1  1  1]
 [ 0 -1  0  0  1 -1  0  1]
 [-2 -1 -1 -1  0 -3 -2 -1]
 [ 1 -1  1  1  3  0  0  0]
 [ 0 -1 -1  0  2  0  0 -1]
 [ 0  0 -1 -1  1  0  1  0]]","[[ 0  2  0  0  0  0 -1 -1]
 [-2  0 -1 -1 -1 -2 -1 -3]
 [ 0  1  0  1  0  1 -1 -1]
 [ 0  1 -1  0 -1  1  0  0]
 [ 0  1  0  1  0  0 -1 -1]
 [ 0  2 -1 -1  0  0 -1  0]
 [ 1  1  1  0  1  1  0  1]
 [ 1  3  1  0  1  0 -1  0]]",True,"[-2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 1, 3, -1, 0, -1, 1, 1, 1, -1, 0, 0, 0, 1, 1, 1, 0, -1]","[-2, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 2, -1, -1, 0, 1, 0, -1, -1, 1, 1, 0, 0, 0, 0, 0, -1]",t^{7} + 27 t^{5} + 122 t^{3} + 47 t,t^{8} + 33 t^{6} + 157 t^{4} + 66 t^{2},"[-1, -1, 0, 0, 0, 0, 2, -1, 0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, -1, -1, 1, 0, -1, 1, 1, 0, 1]","[-2, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 2, -1, -1, 0, 1, 0, -1, -1, 1, 1, 0, 0, 0, 0, 0, -1]","[-1, -1, 0, 0, 0, 0, 2, -1, 0, 0, 1, 1, 3, 0, 1, 1, 1, 1, 1, -1, -1, 1, -1, 0, 2, 0, 1, 1]","[0, 0, 0]","[[{1, 7}, {2, 6}, {4, 5}, {3}], [{3, 7}, {2, 6}, {1, 5}, {4}], [{3, 7}, {2, 6}, {4, 5}, {1}], [{3, 7}, {2, 6}, {5}, {1, 4}], [{4, 7}, {2, 6}, {1, 5}, {3}], [{5, 7}, {2, 6}, {1, 4}, {3}], [{7}, {2, 6}, {1, 5}, {3, 4}], [{7}, {2, 6}, {3, 5}, {1, 4}], [{7}, {2, 6}, {4, 5}, {1, 3}], [{7}, {4, 6}, {2, 5}, {1, 3}]]",1,22*K1**2 - 11*K2 - 10,"<a href=""/flatknot/7.45003"">7.45003</a>",O1O2U3O4O3U1U2O5U4O6U5O7U6U7,O1O2U1O3U2O4U3O5O6U7U4O7U5U6,O1O2U3O4U5O3U6O5O6U1U2O7U4U7,"[0, 0, 0]",{'O1O2U1O3O4U5U6O5U7O6U2O7U3U4'},1,,False
7.45004,O1O2U1O3O4U5U6O5U7O6U3O7U2U4,"[[ 0 -1  0  0  2 -1  0  0]
 [ 1  0  1  0  1  1  1  1]
 [ 0 -1  0  1  2 -1  0  0]
 [ 0  0 -1  0  0 -1  1  1]
 [-2 -1 -2  0  0 -3 -2 -1]
 [ 1 -1  1  1  3  0  0  0]
 [ 0 -1  0 -1  2  0  0 -1]
 [ 0 -1  0 -1  1  0  1  0]]","[[ 0  2  0  0  0  0 -1 -1]
 [-2  0  0 -1 -2 -2 -1 -3]
 [ 0  0  0  1  1 -1  0 -1]
 [ 0  1 -1  0  1  0 -1  0]
 [ 0  2 -1 -1  0  0 -1  0]
 [ 0  2  1  0  0  0 -1 -1]
 [ 1  1  0  1  1  1  0  1]
 [ 1  3  1  0  0  1 -1  0]]",True,"[-2, 0, 0, 0, 0, 1, 1, 0, 1, 2, 2, 1, 3, -1, -1, 1, 0, 1, -1, 0, 1, 0, 0, 1, 0, 1, 1, -1]","[-2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 2, 0, -1, -1, 1, 0, 0, 1, 0, 0, -1, 1, 0, 0, 1, -1]",t^{7} + 29 t^{5} + 125 t^{3} + 25 t,t^{8} + 35 t^{6} + 162 t^{4} + 44 t^{2} + 1,"[-1, -1, 0, 0, 0, 0, 2, -1, 0, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0, 0, -1, 0, -1, 1, 1, 1, 0, 2]","[-2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 2, 0, -1, -1, 1, 0, 0, 1, 0, 0, -1, 1, 0, 0, 1, -1]","[-1, -1, 0, 0, 0, 0, 2, -1, 0, 0, 1, 1, 3, 1, 1, 0, 1, 1, -1, -1, 0, 2, -1, 0, 1, -1, 0, 2]","[0, 0, 0]","[[{1, 7}, {2, 6}, {4, 5}, {3}], [{4, 7}, {2, 6}, {1, 5}, {3}], [{5, 7}, {2, 6}, {1, 4}, {3}]]",1,10*K1**2 - 5*K2 - 4,"<a href=""/flatknot/7.45004"">7.45004</a>",O1O2U3O4O3U1U4O5U2O6U5O7U6U7,O1O2U1O3U2O4U3O5O6U7U5O7U4U6,O1O2U3O4U5O3U6O5O6U1U4O7U2U7,"[0, 0, 0]",{'O1O2U1O3O4U5U6O5U7O6U3O7U2U4'},1,,False
7.45005,O1O2U1O3O4U5U6O5U2O7U3O6U4U7,"[[ 0 -1  0  0  1 -1  0  1]
 [ 1  0  1  1  1  1  0  0]
 [ 0 -1  0  1  1  0  0  1]
 [ 0 -1 -1  0  0  0  1  1]
 [-1 -1 -1  0  0 -2  0  0]
 [ 1 -1  0  0  2  0  0  2]
 [ 0  0  0 -1  0  0  0  1]
 [-1  0 -1 -1  0 -2 -1  0]]","[[ 0  1  1  0  0  0 -1 -1]
 [-1  0  0  0  0 -1 -1 -2]
 [-1  0  0 -1 -1 -1  0 -2]
 [ 0  0  1  0  1 -1 -1  0]
 [ 0  0  1 -1  0  0  0  0]
 [ 0  1  1  1  0  0 -1  0]
 [ 1  1  0  1  0  1  0  1]
 [ 1  2  2  0  0  0 -1  0]]",True,"[-1, -1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 2, 1, 1, 1, 0, 2, -1, 1, 1, 0, 0, 0, 0, 1, 0, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 0, 2, 2, 0, 1, 1, 0, 1, -1, 0, 1, 0, -1, 1, 0, 1, 1, 0]",t^{7} + 18 t^{5} + 52 t^{3} + 8 t,t^{8} + 22 t^{6} + 72 t^{4} + 23 t^{2},"[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 1, 1, 1, 0, 0, -1, 0, 0, 0, -1, 1, 0, 1, 0, 0]","[-1, -1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, -1, 1, 1, 1, 0, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 0, 2, 2, 0, 1, 1, 0, 1, -1, 0, 1, 0, -1, 1, 0, 1, 1, 0]","[0, 0, 0]","[[{1, 7}, {2, 6}, {4, 5}, {3}], [{2, 7}, {6}, {3, 5}, {1, 4}], [{3, 7}, {6}, {2, 5}, {1, 4}], [{5, 7}, {6}, {1, 4}, {2, 3}]]",1,4*K1**2 - 2*K2 - 1,"<a href=""/flatknot/7.45005"">7.45005</a>",O1O2U3O4O3U5U1O6U2O5U4O7U6U7,O1O2U1O3U4O5U2O6O4U7U3O7U5U6,O1O2U3O4U1O5U6O3O6U2U4O7U5U7,"[0, 0, 0]",{'O1O2U1O3O4U5U6O5U2O7U3O6U4U7'},1,,False
7.45006,O1O2U1O3O4U5U6O5U2O7U3O6U7U4,"[[ 0 -1  0  0  2 -1  0  0]
 [ 1  0  1  1  1  1  0  0]
 [ 0 -1  0  1  1  0  0  0]
 [ 0 -1 -1  0  1  0  1  0]
 [-2 -1 -1 -1  0 -3  0 -1]
 [ 1 -1  0  0  3  0  0  1]
 [ 0  0  0 -1  0  0  0  0]
 [ 0  0  0  0  1 -1  0  0]]","[[ 0  2  0  0  0  0 -1 -1]
 [-2  0  0 -1 -1 -1 -1 -3]
 [ 0  0  0  0  0 -1  0  0]
 [ 0  1  0  0  0  1 -1  0]
 [ 0  1  0  0  0  0  0 -1]
 [ 0  1  1 -1  0  0 -1  0]
 [ 1  1  0  1  0  1  0  1]
 [ 1  3  0  0  1  0 -1  0]]",True,"[-2, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 3, 0, 0, 1, 0, 0, 0, -1, 1, 0, 0, 0, 1, 1, 0, -1]","[-2, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 3, 0, 0, 1, 0, 0, 0, -1, 1, 0, 0, 0, 1, 1, 0, -1]",t^{7} + 19 t^{5} + 46 t^{3} + 15 t,t^{8} + 25 t^{6} + 67 t^{4} + 24 t^{2},"[-1, -1, 0, 0, 0, 0, 2, -1, 0, 0, 1, 1, 2, 1, 1, 0, 1, 0, -1, 0, 0, 1, 0, -1, 1, 0, 1, 2]","[-2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 0, 2, -1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, -1]","[-1, -1, 0, 0, 0, 0, 2, -1, 0, 0, 0, 1, 3, 0, 1, 1, 0, 1, -1, 0, 0, 0, -1, 0, 1, 0, 1, 1]","[0, 0, 0]","[[{1, 7}, {2, 6}, {4, 5}, {3}], [{1, 7}, {4, 6}, {2, 5}, {3}], [{3, 7}, {2, 6}, {1, 5}, {4}], [{3, 7}, {2, 6}, {4, 5}, {1}], [{3, 7}, {2, 6}, {5}, {1, 4}], [{4, 7}, {2, 6}, {1, 5}, {3}], [{5, 7}, {1, 6}, {2, 4}, {3}], [{5, 7}, {2, 6}, {1, 4}, {3}], [{7}, {2, 6}, {1, 5}, {3, 4}], [{7}, {2, 6}, {1, 5}, {4}, {3}], [{7}, {2, 6}, {3, 5}, {1, 4}], [{7}, {2, 6}, {4, 5}, {1, 3}], [{7}, {2, 6}, {4, 5}, {3}, {1}], [{7}, {2, 6}, {5}, {1, 4}, {3}]]",1,14*K1**2 - 7*K2 - 6,"<a href=""/flatknot/7.45006"">7.45006</a>",O1O2U3O4O3U1U5O6U2O5U4O7U6U7,O1O2U1O3U4O5U2O4O6U7U3O7U5U6,O1O2U3O4U2O5U6O3O6U1U4O7U5U7,"[0, 0, 0]",{'O1O2U1O3O4U5U6O5U2O7U3O6U7U4'},1,,False
7.45007,O1O2U1O3O4U5U6O5U2O7U4O6U3U7,"[[ 0 -1  0  0  1 -1  0  1]
 [ 1  0  1  1  1  1  0  0]
 [ 0 -1  0  1  1  0  0  1]
 [ 0 -1 -1  0  1 -1  0  1]
 [-1 -1 -1 -1  0 -1  0  0]
 [ 1 -1  0  1  1  0  0  2]
 [ 0  0  0  0  0  0  0  1]
 [-1  0 -1 -1  0 -2 -1  0]]","[[ 0  1  1  0  0  0 -1 -1]
 [-1  0  0  0 -1 -1 -1 -1]
 [-1  0  0 -1 -1 -1  0 -2]
 [ 0  0  1  0  0  0  0  0]
 [ 0  1  1  0  0  1 -1  0]
 [ 0  1  1  0 -1  0 -1 -1]
 [ 1  1  0  0  1  1  0  1]
 [ 1  1  2  0  0  1 -1  0]]",True,"[-1, -1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 2, 0, 0, 0, 0, -1, 1, 0, 1, 1, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",t^{7} + 16 t^{5} + 22 t^{3} + 3 t,t^{8} + 20 t^{6} + 36 t^{4} + 14 t^{2} + 1,"[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, -1, 0, 0, 0, 0, 1, 0, 1, 1, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0]","[[{1, 7}, {2, 6}, {4, 5}, {3}], [{2, 7}, {3, 6}, {5}, {1, 4}], [{5, 7}, {2, 6}, {1, 4}, {3}], [{5, 7}, {3, 6}, {1, 4}, {2}], [{5, 7}, {6}, {1, 4}, {2, 3}], [{7}, {1, 6}, {2, 5}, {3, 4}], [{7}, {3, 6}, {2, 5}, {1, 4}]]",1,8*K1**2 - 4*K2 - 3,"<a href=""/flatknot/7.45007"">7.45007</a>",O1O2U3O4O3U5U2O6U1O5U4O7U6U7,O1O2U1O3U4O5U2O6O4U7U3O7U6U5,O1O2U3O4U1O5U6O3O6U4U2O7U5U7,"[0, 0, 0]",{'O1O2U1O3O4U5U6O5U2O7U4O6U3U7'},1,,False
7.45008,O1O2U1O3O4U5U6O5U3O7U2O6U7U4,"[[ 0 -1  0  0  2 -1  0  0]
 [ 1  0  1  0  1  1  0  1]
 [ 0 -1  0  0  2  0  0  0]
 [ 0  0  0  0  0  0  1 -1]
 [-2 -1 -2  0  0 -3  0 -1]
 [ 1 -1  0  0  3  0  0  1]
 [ 0  0  0 -1  0  0  0  0]
 [ 0 -1  0  1  1 -1  0  0]]","[[ 0  2  0  0  0  0 -1 -1]
 [-2  0  0  0 -1 -2 -1 -3]
 [ 0  0  0  1 -1  0  0  0]
 [ 0  0 -1  0  0  0  0  0]
 [ 0  1  1  0  0  0 -1 -1]
 [ 0  2  0  0  0  0 -1  0]
 [ 1  1  0  0  1  1  0  1]
 [ 1  3  0  0  1  0 -1  0]]",True,"[-2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1, 3, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, -1]","[-2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1, 3, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, -1]",t^{7} + 21 t^{5} + 43 t^{3} + 9 t,t^{8} + 27 t^{6} + 62 t^{4} + 22 t^{2} + 1,"[-1, -1, 0, 0, 0, 0, 2, -1, 0, 0, 1, 1, 2, 0, 1, 1, 1, 0, 0, -1, 0, 1, 0, 0, 0, -1, 2, 2]","[-2, 0, 0, 0, 0, 1, 1, 0, 1, 2, 2, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, -1, 1, 1, 1, 1, -1]","[-1, -1, 0, 0, 0, 0, 2, -1, 0, 0, 0, 1, 3, 0, 0, 1, 1, 1, -1, 0, 0, 0, 0, -1, 0, 0, 2, 1]","[0, 0, 0]","[[{3, 7}, {4, 6}, {2, 5}, {1}], [{7}, {2, 6}, {1, 5}, {3, 4}], [{7}, {2, 6}, {3, 5}, {1, 4}], [{7}, {2, 6}, {4, 5}, {1, 3}]]",1,18*K1**2 - 9*K2 - 8,"<a href=""/flatknot/7.45008"">7.45008</a>",O1O2U3O4O3U1U5O6U4O5U2O7U6U7,O1O2U1O3U4O5U2O4O6U7U5O7U3U6,O1O2U3O4U2O5U6O3O6U1U5O7U4U7,"[0, 0, 0]",{'O1O2U1O3O4U5U6O5U3O7U2O6U7U4'},1,,False
7.45009,O1O2U1O3O4U5U6O5U3O7U4O6U2U7,"[[ 0 -1  0  0  1 -1  0  1]
 [ 1  0  1  0  0  1  1  1]
 [ 0 -1  0  0  2 -1 -1  1]
 [ 0  0  0  0  1  0  0  0]
 [-1  0 -2 -1  0 -1  0  0]
 [ 1 -1  1  0  1  0  0  2]
 [ 0 -1  1  0  0  0  0  1]
 [-1 -1 -1  0  0 -2 -1  0]]","[[ 0  1  1  0  0  0 -1 -1]
 [-1  0  0  0 -1 -1 -1 -2]
 [-1  0  0 -1  0 -2  0 -1]
 [ 0  0  1  0  0  0  0  0]
 [ 0  1  0  0  0  1 -1  0]
 [ 0  1  2  0 -1  0 -1 -1]
 [ 1  1  0  0  1  1  0  1]
 [ 1  2  1  0  0  1 -1  0]]",True,"[-1, -1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 2, 1, 0, 2, 0, 1, 0, 0, 0, 0, -1, 1, 0, 1, 1, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 2, 1, 0]",t^{7} + 18 t^{5} + 41 t^{3} + 4 t,t^{8} + 22 t^{6} + 57 t^{4} + 16 t^{2},"[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 1, 1, 0, 1, 1, 0, 0, -1, 0, 0, 1, 1, 0, 0]","[-1, -1, 0, 0, 0, 1, 1, 0, -1, 0, 1, 1, 2, 0, 1, 0, 0, 1, 0, -1, 0, 0, 0, 1, 1, 1, 0, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 2, 1, 0]","[0, 0, 0]","[[{1, 7}, {2, 6}, {4, 5}, {3}], [{3, 7}, {5, 6}, {2, 4}, {1}], [{6, 7}, {3, 5}, {4}, {1, 2}]]",1,4*K1**2 - 2*K2 - 1,"<a href=""/flatknot/7.45009"">7.45009</a>",O1O2U3O4O3U5U4O6U1O5U2O7U6U7,O1O2U1O3U4O5U2O6O4U7U6O7U3U5,O1O2U3O4U1O5U6O3O6U4U5O7U2U7,"[0, 0, 0]","{'O1O2U3O4U5U6O5O7U2U4O6U1O3U7', 'O1O2U1O3O4U5U6O5U3O7U4O6U2U7'}",2,,False
7.45010,O1O2U1O3O4U5U2O6U3O5U6O7U4U7,"[[ 0 -1  0  0  1 -1  0  1]
 [ 1  0  1  1  1  0  0  0]
 [ 0 -1  0  1  1 -1  0  1]
 [ 0 -1 -1  0  1  0  0  1]
 [-1 -1 -1 -1  0  0 -1  1]
 [ 1  0  1  0  0  0  0  1]
 [ 0  0  0  0  1  0  0  0]
 [-1  0 -1 -1 -1 -1  0  0]]","[[ 0  1  1  0  0  0 -1 -1]
 [-1  0  1 -1 -1 -1  0 -1]
 [-1 -1  0  0 -1 -1 -1  0]
 [ 0  1  0  0  0  0  0  0]
 [ 0  1  1  0  0  1 -1 -1]
 [ 0  1  1  0 -1  0  0 -1]
 [ 1  0  1  0  1  0  0  0]
 [ 1  1  0  0  1  1  0  0]]",True,"[-1, -1, 0, 0, 0, 1, 1, -1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, -1, 1, 1, 0, 1, 0]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 0, 0, 2, 1, -1, 0, 1, 0, 0, 0, 0, 1, 1, 0]",t^{7} + 12 t^{5} + 24 t^{3} + 8 t,t^{8} + 16 t^{6} + 40 t^{4} + 20 t^{2} + 1,"[-1, -1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 2, 0, 1, 1, 2, 1, -1, 0, 0, 0, 0, 0, 0, 0, 1, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 0, 0, 2, 1, -1, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[-1, -1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, -1, 1, 1, 1, 1, 1]","[0, 0, 0]","[[{1, 7}, {6}, {4, 5}, {2, 3}], [{2, 7}, {5, 6}, {1, 4}, {3}], [{5, 7}, {2, 6}, {1, 4}, {3}], [{6, 7}, {2, 5}, {1, 4}, {3}]]",1,12*K1**2 - 6*K2 - 5,"<a href=""/flatknot/7.45010"">7.45010</a>",O1O2U3O4O3U5U1O5U6O7U2O6U4U7,O1O2U3O4U1O3U5O6O5U7U2O7U4U6,O1O2U1O3U4O5U3O6O4U2U5O7U6U7,"[0, 0, 0]",{'O1O2U1O3O4U5U2O6U3O5U6O7U4U7'},1,,False
