name,gcode,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,outPoly,inv_phi,bar_phi,invbar_phi,matrix_sym_type,fillings,alg_genus,arrowpoly,namelink,inv,bar,barinv,dig_sym_type,r3_orbit,r3_orbit_length,cable_arr_poly,slice
7.44501,O1O2U3O4O5U1O3U6U5O7U2O6U4U7,"[[ 0 -2  0  1  0  1 -1  1]
 [ 2  0  1  2  2  0  0  2]
 [ 0 -1  0  1 -1 -1 -1  1]
 [-1 -2 -1  0 -1  1 -1  0]
 [ 0 -2  1  1  0  1 -1  0]
 [-1  0  1 -1 -1  0 -1 -1]
 [ 1  0  1  1  1  1  0  1]
 [-1 -2 -1  0  0  1 -1  0]]","[[ 0  1  1  1  0  0 -1 -2]
 [-1  0  1  0  0 -1 -1 -2]
 [-1 -1  0 -1 -1  1 -1  0]
 [-1  0  1  0 -1 -1 -1 -2]
 [ 0  0  1  1  0  1 -1 -2]
 [ 0  1 -1  1 -1  0 -1 -1]
 [ 1  1  1  1  1  1  0  0]
 [ 2  2  0  2  2  1  0  0]]",True,"[-1, -1, -1, 0, 0, 1, 2, -1, 0, 0, 1, 1, 2, 1, 1, -1, 1, 0, 1, 1, 1, 2, -1, 1, 2, 1, 1, 0]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 2, 0, 2, 2, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 0, 1, -1, -1, 0]",t^{7} + 26 t^{5} + 113 t^{3} + 48 t,t^{8} + 34 t^{6} + 158 t^{4} + 76 t^{2} + 1,"[-2, -1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 3, 0, 0, 1, 1, 1, -1, 0, 1, 0, 0, 0, 2, 0, -1, -1]","[-1, -1, -1, 0, 0, 1, 2, -1, -1, 0, 2, 1, 3, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 2, 0, 2, 2, 1, 1, 1, 1, 1, -1, -1, 1, 1, 1, 0, 1, -1, -1, 0]","[0, 0, 0]","[[{4, 7}, {2, 6}, {5}, {1, 3}]]",1,2*K1**2 - K2,"<a href=""/flatknot/7.44501"">7.44501</a>",O1O2U3O4O5U6U2O7U4O6U1U7O3U5,O1O2U3O4U1O5O3U6U4O7U5U2O6U7,O1O2U3O4U1O5O3U6O7U5U2O6U4U7,"[0, 0, 0]",{'O1O2U3O4O5U1O3U6U5O7U2O6U4U7'},1,,False
7.44502,O1O2U3O4O5U1O3U6U5O7U4O6U7U2,"[[ 0 -2  1  1  0  1 -1  0]
 [ 2  0  2  2  1  0  0  1]
 [-1 -2  0  1 -1  0 -2  0]
 [-1 -2 -1  0 -1  1  0 -1]
 [ 0 -1  1  1  0  0 -1  0]
 [-1  0  0 -1  0  0 -1 -1]
 [ 1  0  2  0  1  1  0  0]
 [ 0 -1  0  1  0  1  0  0]]","[[ 0  1  1  1  0  0 -1 -2]
 [-1  0  1  0  0 -1 -2 -2]
 [-1 -1  0  1 -1 -1  0 -2]
 [-1  0 -1  0 -1  0 -1  0]
 [ 0  0  1  1  0  0  0 -1]
 [ 0  1  1  0  0  0 -1 -1]
 [ 1  2  0  1  0  1  0  0]
 [ 2  2  2  0  1  1  0  0]]",True,"[-1, -1, -1, 0, 0, 1, 2, -1, 0, 0, 1, 2, 2, -1, 1, 1, 0, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 2, 2, 0, 1, 1, 0, 2, 0, 1, 1, 0, 0, 1, 1, -1, 0, -1]",t^{7} + 22 t^{5} + 80 t^{3} + 17 t,t^{8} + 30 t^{6} + 125 t^{4} + 35 t^{2} + 1,"[-2, -1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, -1, 0, -1]","[-1, -1, -1, 0, 0, 1, 2, -1, 0, 0, 1, 1, 3, -1, 0, 0, 2, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 2, 2, 0, 1, 1, 0, 2, 0, 1, 1, 0, 0, 1, 1, -1, 0, -1]","[0, 0, 0]","[[{1, 7}, {2, 6}, {3, 5}, {4}], [{1, 7}, {3, 6}, {2, 5}, {4}], [{2, 7}, {3, 6}, {1, 5}, {4}], [{3, 7}, {2, 6}, {1, 5}, {4}], [{3, 7}, {2, 6}, {4, 5}, {1}], [{3, 7}, {2, 6}, {5}, {1, 4}], [{5, 7}, {2, 6}, {4}, {1, 3}], [{5, 7}, {3, 6}, {4}, {1, 2}]]",1,10*K1**2 - 5*K2 - 4,"<a href=""/flatknot/7.44502"">7.44502</a>",O1O2U3O4O5U4U6O7U2O6U1U7O3U5,O1O2U3O4U1O3O5U6U5O7U4U2O6U7,O1O2U3O4U2O5O3U6O7U5U4O6U1U7,"[0, 0, 0]",{'O1O2U3O4O5U1O3U6U5O7U4O6U7U2'},1,,False
7.44503,O1O2U3O4O5U6O3U1U7O6U2O7U4U5,"[[ 0 -2  0  1  0  2 -1  0]
 [ 2  0  0  2  0  1  3  2]
 [ 0  0  0 -1 -1  0  1  1]
 [-1 -2  1  0  1  2 -3 -2]
 [ 0  0  1 -1  0  1 -1  1]
 [-2 -1  0 -2 -1  0 -3 -1]
 [ 1 -3 -1  3  1  3  0  0]
 [ 0 -2 -1  2 -1  1  0  0]]","[[ 0  2  1  0  0  0 -1 -2]
 [-2  0 -2  0 -1 -1 -3 -1]
 [-1  2  0  1  1 -2 -3 -2]
 [ 0  0 -1  0 -1  1  1  0]
 [ 0  1 -1  1  0  1 -1  0]
 [ 0  1  2 -1 -1  0  0 -2]
 [ 1  3  3 -1  1  0  0 -3]
 [ 2  1  2  0  0  2  3  0]]",True,"[-2, -1, 0, 0, 0, 1, 2, 2, 0, 1, 1, 3, 1, -1, -1, 2, 3, 2, 1, -1, -1, 0, -1, 1, 0, 0, 2, 3]","[-2, -1, 0, 0, 0, 1, 2, -2, 0, 2, 2, 1, 3, 1, 0, 2, -1, 0, 1, 1, -1, 1, -1, 2, 1, 2, 2, -1]",t^{7} + 53 t^{5} + 325 t^{3} + 176 t,t^{8} + 63 t^{6} + 427 t^{4} + 238 t^{2},"[-2, -1, 0, 0, 0, 1, 2, -2, 0, 2, 2, 1, 3, 1, 0, 2, -1, 0, 1, 1, -1, 1, -1, 2, 1, 2, 2, -1]","[-2, -1, 0, 0, 0, 1, 2, -1, 1, 1, 2, 0, 3, -1, 2, 2, -1, 1, -1, -1, 1, 0, 1, 0, 2, 2, 2, -2]","[-2, -1, 0, 0, 0, 1, 2, 3, 0, 0, 2, 2, 1, -1, 1, 0, 3, 3, -1, 1, -1, 0, 1, -1, 1, 2, 1, 2]","[0, 0, 0]","[[{4, 7}, {3, 6}, {1, 5}, {2}]]",0,4*K1**2 - 2*K2 - 1,"<a href=""/flatknot/7.44503"">7.44503</a>",O1O2U3O4O5U1U2O6U4O7U6U5O3U7,O1O2U3O4U2O5O6U1U4O7U5U6O3U7,O1O2U3O4U5O3O6U7O5U1U2O7U4U6,"[0, 0, 0]",{'O1O2U3O4O5U6O3U1U7O6U2O7U4U5'},1,,
7.44504,O1O2U3O4O5U6O3U1U7O6U2O7U5U4,"[[ 0 -2  0  1  1  1 -1  0]
 [ 2  0  0  2  1  0  3  2]
 [ 0  0  0 -1  0 -1  1  1]
 [-1 -2  1  0  1  2 -3 -2]
 [-1 -1  0 -1  0  0 -2  0]
 [-1  0  1 -2  0  0 -2  0]
 [ 1 -3 -1  3  2  2  0  0]
 [ 0 -2 -1  2  0  0  0  0]]","[[ 0  1  1  1  0  0 -1 -2]
 [-1  0  2  1  1 -2 -3 -2]
 [-1 -2  0  0  1  0 -2  0]
 [-1 -1  0  0  0  0 -2 -1]
 [ 0 -1 -1  0  0  1  1  0]
 [ 0  2  0  0 -1  0  0 -2]
 [ 1  3  2  2 -1  0  0 -3]
 [ 2  2  0  1  0  2  3  0]]",True,"[-1, -1, -1, 0, 0, 1, 2, -2, -1, -1, 2, 3, 2, 0, -1, 0, 2, 0, 0, 0, 2, 1, -1, -1, 0, 0, 2, 3]","[-2, -1, 0, 0, 1, 1, 1, -2, 0, 2, 1, 2, 3, 1, 2, -1, 0, 0, 1, -1, 1, 1, 2, 1, 2, -1, -2, 0]",t^{7} + 48 t^{5} + 204 t^{3} + 88 t,t^{8} + 56 t^{6} + 265 t^{4} + 121 t^{2},"[-2, -1, 0, 0, 1, 1, 1, -2, 0, 2, 1, 2, 3, 1, 2, -1, 0, 0, 1, -1, 1, 1, 2, 1, 2, -1, -2, 0]","[-1, -1, -1, 0, 0, 1, 2, -2, 0, 1, 2, 0, 3, 1, -1, 2, -1, 1, 1, 1, 0, 2, -1, 1, 0, 2, 2, -2]","[-2, -1, 0, 0, 1, 1, 1, 3, 0, 2, 0, 1, 2, -1, 0, 2, 2, 3, 1, -1, 0, -1, 0, 0, 2, 0, -2, -1]","[0, 0, 0]","[[{1, 7}, {3, 6}, {4, 5}, {2}], [{1, 7}, {5, 6}, {3, 4}, {2}], [{3, 7}, {5, 6}, {1, 4}, {2}], [{4, 7}, {3, 6}, {1, 5}, {2}], [{4, 7}, {5, 6}, {1, 3}, {2}], [{5, 7}, {3, 6}, {1, 4}, {2}]]",1,6*K1**2 - 3*K2 - 2,"<a href=""/flatknot/7.44504"">7.44504</a>",O1O2U3O4O5U2U1O6U4O7U6U5O3U7,O1O2U3O4U2O5O6U1U4O7U6U5O3U7,O1O2U3O4U5O3O6U7O5U2U1O7U4U6,"[0, 0, 0]",{'O1O2U3O4O5U6O3U1U7O6U2O7U5U4'},1,,False
7.44505,O1O2U3O4O5U6O3U1U7O6U4O7U2U5,"[[ 0 -2  0  1  0  2 -1  0]
 [ 2  0  1  2 -1  1  3  2]
 [ 0 -1  0  0  0  1  0  0]
 [-1 -2  0  0  1  2 -3 -1]
 [ 0  1  0 -1  0  0  0  1]
 [-2 -1 -1 -2  0  0 -3 -1]
 [ 1 -3  0  3  0  3  0  0]
 [ 0 -2  0  1 -1  1  0  0]]","[[ 0  2  1  0  0  0 -1 -2]
 [-2  0 -2  0 -1 -1 -3 -1]
 [-1  2  0  1  0 -1 -3 -2]
 [ 0  0 -1  0  0  1  0  1]
 [ 0  1  0  0  0  0  0 -1]
 [ 0  1  1 -1  0  0  0 -2]
 [ 1  3  3  0  0  0  0 -3]
 [ 2  1  2 -1  1  2  3  0]]",True,"[-2, -1, 0, 0, 0, 1, 2, 2, 0, 1, 1, 3, 1, -1, 0, 1, 3, 2, 0, -1, 0, -1, 0, 0, 1, 0, 2, 3]","[-2, -1, 0, 0, 0, 1, 2, -2, 0, 1, 3, 1, 3, 1, 1, 1, -1, 0, 0, 1, 0, 1, 0, 1, 1, 2, 2, -1]",t^{7} + 47 t^{5} + 134 t^{3} + 36 t,t^{8} + 57 t^{6} + 174 t^{4} + 48 t^{2},"[-2, -1, 0, 0, 0, 1, 2, -2, 0, 1, 3, 1, 3, 1, 1, 1, -1, 0, 0, 1, 0, 1, 0, 1, 1, 2, 2, -1]","[-2, -1, 0, 0, 0, 1, 2, -1, 1, 1, 2, 0, 3, 0, 1, 2, -1, 1, 0, -1, 1, 0, 0, 1, 1, 1, 3, -2]","[-2, -1, 0, 0, 0, 1, 2, 3, -1, 1, 2, 2, 1, 0, 0, 0, 3, 3, 0, 1, -1, 0, 0, 0, 1, 1, 1, 2]","[0, 0, 0]","[[{4, 7}, {3, 6}, {1, 5}, {2}]]",0,4*K1**2 - 2*K2 - 1,"<a href=""/flatknot/7.44505"">7.44505</a>",O1O2U3O4O5U1U4O6U2O7U6U5O3U7,O1O2U3O4U2O5O6U1U5O7U4U6O3U7,O1O2U3O4U5O3O6U7O5U1U4O7U2U6,"[0, 0, 0]",{'O1O2U3O4O5U6O3U1U7O6U4O7U2U5'},1,,
7.44506,O1O2U3O4O5U6O3U1U7O6U4O7U5U2,"[[ 0 -2  1  1  0  1 -1  0]
 [ 2  0  2  2 -1  0  3  2]
 [-1 -2  0  0 -1  0 -1 -1]
 [-1 -2  0  0  1  1 -3 -1]
 [ 0  1  1 -1  0  0  0  1]
 [-1  0  0 -1  0  0 -2  0]
 [ 1 -3  1  3  0  2  0  0]
 [ 0 -2  1  1 -1  0  0  0]]","[[ 0  1  1  1  0  0 -1 -2]
 [-1  0  1  0  1 -1 -3 -2]
 [-1 -1  0  0  0  0 -2  0]
 [-1  0  0  0 -1 -1 -1 -2]
 [ 0 -1  0  1  0  1  0  1]
 [ 0  1  0  1 -1  0  0 -2]
 [ 1  3  2  1  0  0  0 -3]
 [ 2  2  0  2 -1  2  3  0]]",True,"[-1, -1, -1, 0, 0, 1, 2, -1, 0, -1, 1, 3, 2, 0, 0, 0, 2, 0, 1, 1, 1, 2, -1, 0, -1, 0, 2, 3]","[-2, -1, 0, 0, 1, 1, 1, -2, 0, 3, 1, 1, 3, 1, 1, -1, 1, 0, 1, 0, 0, 1, 2, 0, 1, 0, -1, 0]",t^{7} + 42 t^{5} + 181 t^{3} + 40 t,t^{8} + 50 t^{6} + 242 t^{4} + 56 t^{2},"[-2, -1, 0, 0, 1, 1, 1, -2, 0, 3, 1, 1, 3, 1, 1, -1, 1, 0, 1, 0, 0, 1, 2, 0, 1, 0, -1, 0]","[-1, -1, -1, 0, 0, 1, 2, -1, 0, 1, 1, 0, 3, 0, 0, 2, -1, 1, 0, 0, 1, 1, -1, 1, 0, 1, 3, -2]","[-2, -1, 0, 0, 1, 1, 1, 3, -1, 2, 0, 2, 2, 0, 0, 2, 1, 3, 1, 0, 1, -1, 0, 1, 1, 0, -1, 0]","[0, 0, 0]","[[{3, 7}, {4, 6}, {1, 5}, {2}]]",1,6*K1**2 - 3*K2 - 2,"<a href=""/flatknot/7.44506"">7.44506</a>",O1O2U3O4O5U4U1O6U2O7U6U5O3U7,O1O2U3O4U2O5O6U1U6O7U4U5O3U7,O1O2U3O4U5O3O6U7O5U2U4O7U1U6,"[0, 0, 0]",{'O1O2U3O4O5U6O3U1U7O6U4O7U5U2'},1,,False
7.44507,O1O2U3O4O5U6O3U5U1O6U2O7U4U7,"[[ 0 -1  0  1  0  0 -1  1]
 [ 1  0  0  2  0 -1  1  1]
 [ 0  0  0  0  0  0  0  1]
 [-1 -2  0  0  0  0 -2  0]
 [ 0  0  0  0  0  1 -1  1]
 [ 0  1  0  0 -1  0  0  0]
 [ 1 -1  0  2  1  0  0  1]
 [-1 -1 -1  0 -1  0 -1  0]]","[[ 0  1  1  0  0  0 -1 -1]
 [-1  0  0  0  0  0 -2 -2]
 [-1  0  0  0 -1 -1 -1 -1]
 [ 0  0  0  0  0 -1  1  0]
 [ 0  0  1  0  0  0  0  0]
 [ 0  0  1  1  0  0  0 -1]
 [ 1  2  1 -1  0  0  0  1]
 [ 1  2  1  0  0  1 -1  0]]",True,"[-1, -1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 1, 0, 1, -1, 0, 0, 0, 0, 0, 1, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, -1, 0, 0, 1, 2, 0, -1, 0, 0, 0, 1, 0, 1, 0, 0]",t^{7} + 16 t^{5} + 46 t^{3} + 20 t,t^{8} + 20 t^{6} + 64 t^{4} + 31 t^{2},"[-1, -1, 0, 0, 0, 1, 1, -1, 1, 1, 2, 0, 1, 0, 1, 1, 0, 1, 0, -1, 1, 0, 0, 1, 0, 1, 1, 0]","[-1, -1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 2, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, -1, 0, 0, 1, 2, 0, -1, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0]","[[{1, 7}, {3, 6}, {2, 5}, {4}], [{2, 7}, {5, 6}, {3, 4}, {1}], [{3, 7}, {2, 6}, {5}, {1, 4}], [{4, 7}, {5, 6}, {2, 3}, {1}], [{5, 7}, {2, 6}, {1, 4}, {3}], [{6, 7}, {2, 5}, {4}, {1, 3}], [{7}, {2, 6}, {3, 5}, {1, 4}], [{7}, {2, 6}, {5}, {1, 4}, {3}]]",1,4*K1**2 - 2*K2 - 1,"<a href=""/flatknot/7.44507"">7.44507</a>",O1O2U3O4O5U6U2O6U4O7U5U1O3U7,O1O2U3O4U5O6O5U2U4O7U6U1O3U7,O1O2U1O3U4O5O6U7O4U6U2O7U3U5,"[0, 0, 0]",{'O1O2U3O4O5U6O3U5U1O6U2O7U4U7'},1,,False
7.44508,O1O2U3O4O5U6O3U5U1O6U4O7U2U7,"[[ 0 -1  0  1  0  0 -1  1]
 [ 1  0  1  2 -1 -1  1  1]
 [ 0 -1  0  1 -1  0  0  1]
 [-1 -2 -1  0  0  0 -2  1]
 [ 0  1  1  0  0  1 -1  0]
 [ 0  1  0  0 -1  0  0  0]
 [ 1 -1  0  2  1  0  0  1]
 [-1 -1 -1 -1  0  0 -1  0]]","[[ 0  1  1  0  0  0 -1 -1]
 [-1  0  1  0  0 -1 -2 -2]
 [-1 -1  0  0  0 -1 -1 -1]
 [ 0  0  0  0  1  1  1 -1]
 [ 0  0  0 -1  0  0  1  0]
 [ 0  1  1 -1  0  0 -1  0]
 [ 1  2  1 -1 -1  1  0  1]
 [ 1  2  1  1  0  0 -1  0]]",True,"[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 2, 2, 0, 0, 1, 1, 1, -1, -1, -1, 1, 0, -1, 0, 1, 0, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, -1, 1, -1, 1, 2, 0, -1, 0, 0, -1, 1, 1, 0, 0, -1]",t^{7} + 20 t^{5} + 69 t^{3} + 23 t,t^{8} + 24 t^{6} + 93 t^{4} + 33 t^{2},"[-1, -1, 0, 0, 0, 1, 1, -1, 0, 2, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, -1, 1, 1, 1, 1, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, -1, 0, 0, 1, 1, 2, 0, 2, 1, 1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, -1, 1, -1, 1, 2, 0, -1, 0, 0, -1, 1, 1, 0, 0, -1]","[0, 0, 0]","[[{1, 7}, {3, 6}, {2, 5}, {4}], [{6, 7}, {2, 5}, {4}, {1, 3}]]",1,4*K1**2 - 2*K2 - 1,"<a href=""/flatknot/7.44508"">7.44508</a>",O1O2U3O4O5U6U4O6U2O7U5U1O3U7,O1O2U3O4U5O6O5U2U6O7U4U1O3U7,O1O2U1O3U4O5O6U7O4U6U3O7U2U5,"[0, 0, 0]",{'O1O2U3O4O5U6O3U5U1O6U4O7U2U7'},1,,False
7.44509,O1O2U3O4O5U6O3U5U7O6U1O7U2U4,"[[ 0 -1  0  1  1  0 -1  0]
 [ 1  0  0  1  0  0  1  2]
 [ 0  0  0  0  0  0 -1  1]
 [-1 -1  0  0  1  0 -2 -2]
 [-1  0  0 -1  0  1 -3  0]
 [ 0  0  0  0 -1  0  0  1]
 [ 1 -1  1  2  3  0  0  0]
 [ 0 -2 -1  2  0 -1  0  0]]","[[ 0  1  0  0  0 -1]
 [-1  0  1  0  0 -3]
 [ 0 -1  0  1  0  0]
 [ 0  0 -1  0 -1  0]
 [ 0  0  0  1  0 -1]
 [ 1  3  0  0  1  0]]",False,"[-1, 0, 0, 0, 1, -1, 0, 0, 3, -1, 0, 0, 1, 0, 1]","[-1, 0, 0, 0, 1, -1, 0, 0, 3, -1, 0, 0, 1, 0, 1]",t^{5} + 13 t^{3} + 21 t,t^{6} + 15 t^{4} + 27 t^{2},"[-1, 0, 0, 0, 1, 0, 1, 1, -1, -1, 0, 1, 1, 1, 2]","[-1, 0, 0, 0, 1, 1, 1, 2, -1, -1, -1, 1, 0, 0, 1]","[-1, 0, 0, 0, 1, 0, 0, 1, 3, -1, -1, 0, 0, -1, 0]","[0, 0, 0]","[[{2, 7}, {4, 6}, {5}, {1, 3}], [{4, 7}, {2, 6}, {5}, {1, 3}], [{4, 7}, {5, 6}, {1, 3}, {2}], [{4, 7}, {6}, {2, 5}, {1, 3}], [{4, 7}, {6}, {5}, {1, 3}, {2}], [{5, 7}, {4, 6}, {1, 3}, {2}], [{6, 7}, {2, 5}, {4}, {1, 3}], [{6, 7}, {4, 5}, {1, 3}, {2}], [{6, 7}, {5}, {2, 4}, {1, 3}], [{6, 7}, {5}, {4}, {1, 3}, {2}], [{7}, {3, 6}, {2, 5}, {1, 4}], [{7}, {4, 6}, {2, 5}, {1, 3}], [{7}, {4, 6}, {5}, {1, 3}, {2}]]",1,4*K1**2 - 2*K2 - 1,"<a href=""/flatknot/7.44509"">7.44509</a>",O1O2U3O4O5U2U4O6U5O7U6U1O3U7,O1O2U3O4U2O5O6U4U5O7U6U1O3U7,O1O2U3O4U5O3O6U7O5U6U1O7U2U4,"[0, 0, 0]",{'O1O2U3O4O5U6O3U5U7O6U1O7U2U4'},1,,False
7.44510,O1O2U3O4O5U6O3U5U7O6U1O7U4U2,"[[ 0 -1  1  1  0  0 -1  0]
 [ 1  0  1  1 -1  0  1  2]
 [-1 -1  0  0 -1  0 -2  0]
 [-1 -1  0  0  0  0 -2 -2]
 [ 0  1  1  0  0  1 -2  1]
 [ 0  0  0  0 -1  0  0  1]
 [ 1 -1  2  2  2  0  0  0]
 [ 0 -2  0  2 -1 -1  0  0]]","[[ 0  1  1  0  0  0 -1 -1]
 [-1  0  0  0  0 -1 -1 -2]
 [-1  0  0  0 -2  0 -1 -2]
 [ 0  0  0  0  1 -1  0  0]
 [ 0  0  2 -1  0 -1 -2  0]
 [ 0  1  0  1  1  0  1 -2]
 [ 1  1  1  0  2 -1  0  1]
 [ 1  2  2  0  0  2 -1  0]]",True,"[-1, -1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 2, 0, 2, 0, 1, 2, -1, 1, 0, 0, 1, 2, 0, -1, 2, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, -1, 1, 2, 1, 1, 1, 1, -1, 0, 0, 1, 1, -1, 1, 1, 1, 1, 1, 0, 0]",t^{7} + 28 t^{5} + 189 t^{3} + 46 t,t^{8} + 32 t^{6} + 237 t^{4} + 66 t^{2},"[-1, -1, 0, 0, 0, 1, 1, -1, -1, 1, 2, 1, 1, 1, 1, -1, 0, 0, 1, 1, -1, 1, 1, 1, 1, 1, 0, 0]","[-1, -1, 0, 0, 0, 1, 1, 0, -1, 1, 1, 0, 1, 1, 0, 1, 0, 1, -1, -1, 1, -1, 1, -1, 2, 1, 1, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 2, 2, 2, 0, 2, -1, 1, 1, 1, -1, 0, 0, -1, 0, 2, 1, 0, 0]","[0, 0, 0]","[[{4, 7}, {3, 6}, {5}, {1, 2}]]",0,8*K1**2 - 4*K2 - 3,"<a href=""/flatknot/7.44510"">7.44510</a>",O1O2U3O4O5U4U2O6U5O7U6U1O3U7,O1O2U3O4U2O5O6U4U6O7U5U1O3U7,O1O2U3O4U5O3O6U7O5U6U2O7U1U4,"[0, 0, 0]",{'O1O2U3O4O5U6O3U5U7O6U1O7U4U2'},1,,
