name,gcode,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,outPoly,inv_phi,bar_phi,invbar_phi,matrix_sym_type,fillings,alg_genus,arrowpoly,namelink,inv,bar,barinv,dig_sym_type,r3_orbit,r3_orbit_length,cable_arr_poly,slice
7.42001,O1O2O3U4U5O4O5U3U1O6U2O7U6U7,"[[ 0 -1  0  0 -1  1  0  1]
 [ 1  0  1  0  0  2  1  0]
 [ 0 -1  0  0 -1  1  1  1]
 [ 0  0  0  0 -1  1  0  0]
 [ 1  0  1  1  0  1  0  1]
 [-1 -2 -1 -1 -1  0  0  1]
 [ 0 -1 -1  0  0  0  0  1]
 [-1  0 -1  0 -1 -1 -1  0]]","[[ 0  1  1  0  0  0 -1 -1]
 [-1  0  1  0 -1 -1 -1 -2]
 [-1 -1  0 -1  0 -1 -1  0]
 [ 0  0  1  0  0 -1  0 -1]
 [ 0  1  0  0  0  0 -1  0]
 [ 0  1  1  1  0  0 -1 -1]
 [ 1  1  1  0  1  1  0  0]
 [ 1  2  0  1  0  1  0  0]]",True,"[-1, -1, 0, 0, 0, 1, 1, -1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",t^{7} + 16 t^{5} + 37 t^{3} + 12 t,t^{8} + 20 t^{6} + 53 t^{4} + 20 t^{2},"[-1, -1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 1, 1, -1, 0, 0, 0, 0, 1, 0, 0, 1, -1]","[-1, -1, 0, 0, 0, 1, 1, -1, 0, 0, 1, 1, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-1, -1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, -1, 1, 0, 1, 1, -1]","[0, 0, 0]","[[{1, 7}, {2, 6}, {4, 5}, {3}]]",0,8*K1**2 - 4*K2 - 3,"<a href=""/flatknot/7.42001"">7.42001</a>",O1O2O3U4U5O4U2O5U3U1O6O7U6U7,O1O2U3O4U5O3O5U2U4U1O6O7U6U7,O1O2U1O3U2O4O5U6U7O6O7U5U3U4,"[0, 0, 0]",{'O1O2O3U4U5O4O5U3U1O6U2O7U6U7'},1,,
7.42002,O1O2O3U4U5O4O5U6U1O6U3O7U2U7,"[[ 0 -1  0  1 -1  1 -1  1]
 [ 1  0  1  0  0  2  1  1]
 [ 0 -1  0  0 -1  1  0  1]
 [-1  0  0  0 -2  0 -1  0]
 [ 1  0  1  2  0  1  0  1]
 [-1 -2 -1  0 -1  0 -2  1]
 [ 1 -1  0  1  0  2  0  1]
 [-1 -1 -1  0 -1 -1 -1  0]]","[[ 0  1  1  1  0 -1 -1 -1]
 [-1  0  1  0 -1 -1 -2 -2]
 [-1 -1  0  0 -1 -1 -1 -1]
 [-1  0  0  0  0 -2  0 -1]
 [ 0  1  1  0  0 -1 -1  0]
 [ 1  1  1  2  1  0  0  0]
 [ 1  2  1  0  1  0  0  1]
 [ 1  2  1  1  0  0 -1  0]]",True,"[-1, -1, -1, 0, 1, 1, 1, -1, 0, 1, 1, 2, 2, 0, 1, 1, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 0, -1]","[-1, -1, -1, 0, 1, 1, 1, -1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, -1, 0, 0]",t^{7} + 23 t^{5} + 75 t^{3} + 27 t,t^{8} + 29 t^{6} + 103 t^{4} + 39 t^{2},"[-1, -1, -1, 0, 1, 1, 1, -1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, -1, 0, 0]","[-1, -1, -1, 0, 1, 1, 1, -1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 2, 0, 1, 0, 0, -1, 0, 0]","[-1, -1, -1, 0, 1, 1, 1, -1, 0, 0, 1, 1, 2, 0, 1, 0, 1, 2, 1, 2, 1, 1, 0, 1, 1, 0, 0, -1]","[0, 0, 0]","[[{1, 7}, {3, 6}, {4, 5}, {2}]]",0,-8*K1**3 + 12*K1**2 + 8*K1*K2 + 2*K1 - 6*K2 - 2*K3 - 5,"<a href=""/flatknot/7.42002"">7.42002</a>",O1O2O3U4U2O4U1O5U3U5O6O7U6U7,O1O2U1O3U4O5O4U2U5U3O6O7U6U7,O1O2U1O3U4O5O4U6U7O6O7U3U2U5,"[0, 0, 0]",{'O1O2O3U4U5O4O5U6U1O6U3O7U2U7'},1,,
7.42003,O1O2O3U4U5O4O5U6U7O6U1O7U2U3,"[[ 0 -1  0  2 -1  1 -1  0]
 [ 1  0  0  1  0  2  1  2]
 [ 0  0  0  1 -1  1 -1  1]
 [-2 -1 -1  0 -3 -1 -3 -1]
 [ 1  0  1  3  0  1  0  1]
 [-1 -2 -1  1 -1  0 -2 -1]
 [ 1 -1  1  3  0  2  0  0]
 [ 0 -2 -1  1 -1  1  0  0]]","[[ 0  2  1  0  0 -1 -1 -1]
 [-2  0 -1 -1 -1 -1 -3 -3]
 [-1  1  0 -1 -1 -2 -1 -2]
 [ 0  1  1  0  1  0 -1 -1]
 [ 0  1  1 -1  0 -2 -1  0]
 [ 1  1  2  0  2  0  0  1]
 [ 1  3  1  1  1  0  0  0]
 [ 1  3  2  1  0 -1  0  0]]",True,"[-2, -1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 2, 1, 2, -1, 0, 1, 1, 2, 1, 0, 0, -1, 0]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, -1, 1, 0, -1, 0, 0, 1, 0, -1, 0]",t^{7} + 42 t^{5} + 222 t^{3} + 115 t,t^{8} + 50 t^{6} + 273 t^{4} + 145 t^{2} + 1,"[-1, -1, -1, 0, 0, 1, 2, -1, 0, -1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, -1, 1, 0, -1, 0, 0, 1, 0, -1, 0]","[-1, -1, -1, 0, 0, 1, 2, -1, 0, 0, 1, 2, 3, 0, 2, 0, 2, 1, 1, 1, 1, 3, -1, 1, 1, 1, 1, 1]","[0, 0, 0]","[[{3, 7}, {2, 6}, {4, 5}, {1}]]",1,-20*K1**3 + 10*K1**2 + 12*K1*K2 + 9*K1 - 5*K2 - K3 - 4,"<a href=""/flatknot/7.42003"">7.42003</a>",O1O2O3U1U2O4U3O5U4U5O6O7U6U7,O1O2U1O3U2O4O5U3U4U5O6O7U6U7,O1O2U3O4U5O3O5U6U7O6O7U1U2U4,"[0, 0, 0]",{'O1O2O3U4U5O4O5U6U7O6U1O7U2U3'},1,,False
7.42004,O1O2O3U4U5O4O5U6U7O6U1O7U3U2,"[[ 0 -1  1  1 -1  1 -1  0]
 [ 1  0  1  0  0  2  1  2]
 [-1 -1  0  0 -2  0 -2  0]
 [-1  0  0  0 -2  0 -2  0]
 [ 1  0  2  2  0  1  0  1]
 [-1 -2  0  0 -1  0 -2 -1]
 [ 1 -1  2  2  0  2  0  0]
 [ 0 -2  0  0 -1  1  0  0]]","[[ 0  1  1  1  0 -1 -1 -1]
 [-1  0  0  0  0  0 -2 -2]
 [-1  0  0  0  0 -1 -2 -2]
 [-1  0  0  0 -1 -2 -1 -2]
 [ 0  0  0  1  0 -2 -1  0]
 [ 1  0  1  2  2  0  0  1]
 [ 1  2  2  1  1  0  0  0]
 [ 1  2  2  2  0 -1  0  0]]",True,"[-1, -1, -1, 0, 1, 1, 1, 0, 0, 0, 0, 2, 2, 0, 0, 1, 2, 2, 1, 2, 1, 2, 2, 1, 0, 0, -1, 0]","[-1, -1, -1, 0, 1, 1, 1, -1, 0, -1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]",t^{7} + 33 t^{5} + 166 t^{3} + 68 t,t^{8} + 39 t^{6} + 204 t^{4} + 86 t^{2},"[-1, -1, -1, 0, 1, 1, 1, -1, 0, -1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1, -1, -1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 0, 1, -1, 0, -1, 0, 0]","[-1, -1, -1, 0, 1, 1, 1, -1, 0, 0, 2, 2, 2, 0, 2, 0, 1, 2, 1, 2, 2, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0]","[[{1, 7}, {2, 6}, {4, 5}, {3}], [{3, 7}, {2, 6}, {1, 5}, {4}], [{3, 7}, {2, 6}, {4, 5}, {1}], [{3, 7}, {2, 6}, {5}, {1, 4}], [{4, 7}, {2, 6}, {1, 5}, {3}], [{7}, {2, 6}, {1, 5}, {3, 4}], [{7}, {2, 6}, {4, 5}, {1, 3}], [{7}, {3, 6}, {4, 5}, {1, 2}]]",1,-8*K1**3 + 4*K1**2 + 8*K1*K2 + 2*K1 - 2*K2 - 2*K3 - 1,"<a href=""/flatknot/7.42004"">7.42004</a>",O1O2O3U2U1O4U3O5U4U5O6O7U6U7,O1O2U1O3U2O4O5U3U5U4O6O7U6U7,O1O2U3O4U5O3O5U6U7O6O7U2U1U4,"[0, 0, 0]",{'O1O2O3U4U5O4O5U6U7O6U1O7U3U2'},1,,False
7.42005,O1O2O3U4U5O4O5U6U7O6U2O7U1U3,"[[ 0 -1  0  2 -1  1 -1  0]
 [ 1  0  1  2  0  2  0  1]
 [ 0 -1  0  0 -1  1  0  1]
 [-2 -2  0  0 -3 -1 -3 -1]
 [ 1  0  1  3  0  1  0  1]
 [-1 -2 -1  1 -1  0 -2 -1]
 [ 1  0  0  3  0  2  0  0]
 [ 0 -1 -1  1 -1  1  0  0]]","[[ 0  2  1  0  0 -1 -1 -1]
 [-2  0 -1  0 -1 -2 -3 -3]
 [-1  1  0 -1 -1 -2 -1 -2]
 [ 0  0  1  0  1 -1 -1  0]
 [ 0  1  1 -1  0 -1 -1  0]
 [ 1  2  2  1  1  0  0  0]
 [ 1  3  1  1  1  0  0  0]
 [ 1  3  2  0  0  0  0  0]]",True,"[-2, -1, 0, 0, 1, 1, 1, 1, 0, 1, 2, 3, 3, 1, 1, 2, 1, 2, -1, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, -1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",t^{7} + 40 t^{5} + 173 t^{3} + 100 t,t^{8} + 48 t^{6} + 212 t^{4} + 123 t^{2},"[-1, -1, -1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, -1, 0, 2, 0, 1, 0]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, -1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, 0, 1, 2, 0, 0, 0, 0, 2, 3, 0, 1, 1, 1, 3, 1, 1, 2, 2, -1, 1, 1, 1, 0, 1]","[0, 0, 0]","[[{1, 7}, {2, 6}, {4, 5}, {3}], [{1, 7}, {3, 6}, {4, 5}, {2}], [{1, 7}, {6}, {4, 5}, {2, 3}], [{1, 7}, {6}, {4, 5}, {3}, {2}], [{3, 7}, {1, 6}, {4, 5}, {2}], [{3, 7}, {4, 6}, {1, 5}, {2}], [{4, 7}, {3, 6}, {1, 5}, {2}], [{6, 7}, {1, 5}, {3, 4}, {2}], [{6, 7}, {4, 5}, {1, 3}, {2}]]",1,-12*K1**3 + 14*K1**2 + 16*K1*K2 + K1 - 7*K2 - 5*K3 - 6,"<a href=""/flatknot/7.42005"">7.42005</a>",O1O2O3U1U3O4U2O5U4U5O6O7U6U7,O1O2U1O3U2O4O5U4U3U5O6O7U6U7,O1O2U3O4U5O3O5U6U7O6O7U1U4U2,"[0, 0, 0]",{'O1O2O3U4U5O4O5U6U7O6U2O7U1U3'},1,,False
7.42006,O1O2O3U4U5O4O5U6U7O6U3O7U1U2,"[[ 0 -1  1  1 -1  1 -1  0]
 [ 1  0  1  1  0  2  0  1]
 [-1 -1  0  1 -2  0 -2 -1]
 [-1 -1 -1  0 -2  0 -1  0]
 [ 1  0  2  2  0  1  0  1]
 [-1 -2  0  0 -1  0 -2 -1]
 [ 1  0  2  1  0  2  0  0]
 [ 0 -1  1  0 -1  1  0  0]]","[[ 0  1  1  1  0 -1 -1 -1]
 [-1  0  1  0 -1 -1 -2 -2]
 [-1 -1  0  0  0 -1 -1 -2]
 [-1  0  0  0 -1 -2 -2 -1]
 [ 0  1  0  1  0 -1  0 -1]
 [ 1  1  1  2  1  0  0  0]
 [ 1  2  1  2  0  0  0  0]
 [ 1  2  2  1  1  0  0  0]]",True,"[-1, -1, -1, 0, 1, 1, 1, -1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 2, 1, 2, 2, 1, 1, 0, 1, 0, 0, 0]","[-1, -1, -1, 0, 1, 1, 1, -1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",t^{7} + 29 t^{5} + 93 t^{3} + 61 t,t^{8} + 35 t^{6} + 115 t^{4} + 77 t^{2},"[-1, -1, -1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, -1, 0, 0]","[-1, -1, -1, 0, 1, 1, 1, -1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[-1, -1, -1, 0, 1, 1, 1, 0, 0, 0, 1, 2, 2, 0, 1, 1, 1, 2, 1, 2, 2, 1, 0, 1, 1, -1, 0, 0]","[0, 0, 0]","[[{7}, {3, 6}, {4, 5}, {1, 2}]]",0,-8*K1**3 + 16*K1**2 + 8*K1*K2 + 2*K1 - 8*K2 - 2*K3 - 7,"<a href=""/flatknot/7.42006"">7.42006</a>",O1O2O3U2U3O4U1O5U4U5O6O7U6U7,O1O2U1O3U2O4O5U4U5U3O6O7U6U7,O1O2U3O4U5O3O5U6U7O6O7U4U1U2,"[0, 0, 0]",{'O1O2O3U4U5O4O5U6U7O6U3O7U1U2'},1,,
7.42007,O1O2O3U4U5O4O5U6U1O7U2O6U7U3,"[[ 0 -1  0  2 -1  1 -1  0]
 [ 1  0  1  1  0  2  0  0]
 [ 0 -1  0  1 -1  1  0  0]
 [-2 -1 -1  0 -3 -1 -1 -1]
 [ 1  0  1  3  0  1  0  0]
 [-1 -2 -1  1 -1  0 -2  0]
 [ 1  0  0  1  0  2  0  0]
 [ 0  0  0  1  0  0  0  0]]","[[ 0  2  1  0  0 -1 -1 -1]
 [-2  0 -1 -1 -1 -1 -1 -3]
 [-1  1  0  0 -1 -2 -2 -1]
 [ 0  1  0  0  0  0  0  0]
 [ 0  1  1  0  0  0 -1 -1]
 [ 1  1  2  0  0  0  0  0]
 [ 1  1  2  0  1  0  0  0]
 [ 1  3  1  0  1  0  0  0]]",True,"[-2, -1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 2, 2, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",t^{7} + 26 t^{5} + 87 t^{3} + 34 t,t^{8} + 34 t^{6} + 120 t^{4} + 50 t^{2} + 1,"[-1, -1, -1, 0, 0, 1, 2, 0, 0, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 1, 0, 2, 0, 0, 1, 1, 1, 0]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[-1, -1, -1, 0, 0, 1, 2, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 3, 0, 1, 2, 1, 0, 0, 1, 1, 1, 1]","[0, 0, 0]","[[{1, 7}, {3, 6}, {4, 5}, {2}], [{3, 7}, {1, 6}, {4, 5}, {2}], [{6, 7}, {4, 5}, {1, 3}, {2}], [{6, 7}, {4, 5}, {2, 3}, {1}], [{6, 7}, {4, 5}, {3}, {1, 2}]]",1,-12*K1**3 + 14*K1**2 + 12*K1*K2 + 3*K1 - 7*K2 - 3*K3 - 6,"<a href=""/flatknot/7.42007"">7.42007</a>",O1O2O3U1U4O5U2O4U3U5O6O7U6U7,O1O2U3O4U1O3O5U2U4U5O6O7U6U7,O1O2U3O4U2O5O3U6U7O6O7U1U4U5,"[0, 0, 0]",{'O1O2O3U4U5O4O5U6U1O7U2O6U7U3'},1,,False
7.42008,O1O2O3U4U5O4O5U6U1O7U3O6U7U2,"[[ 0 -1  1  1 -1  1 -1  0]
 [ 1  0  1  1  0  2  0  0]
 [-1 -1  0  0 -2  0 -1  0]
 [-1 -1  0  0 -2  0 -1  0]
 [ 1  0  2  2  0  1  0  0]
 [-1 -2  0  0 -1  0 -2  0]
 [ 1  0  1  1  0  2  0  0]
 [ 0  0  0  0  0  0  0  0]]","[[ 0  1  1  1 -1 -1 -1]
 [-1  0  0  0 -1 -1 -2]
 [-1  0  0  0 -1 -1 -2]
 [-1  0  0  0 -2 -2 -1]
 [ 1  1  1  2  0  0  0]
 [ 1  1  1  2  0  0  0]
 [ 1  2  2  1  0  0  0]]",False,"[-1, -1, -1, 1, 1, 1, 0, 0, 1, 1, 2, 0, 1, 1, 2, 2, 2, 1, 0, 0, 0]","[-1, -1, -1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",t^{6} + 21 t^{4} + 36 t^{2},t^{7} + 27 t^{5} + 48 t^{3},"[-1, -1, -1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[-1, -1, -1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[-1, -1, -1, 1, 1, 1, 0, 0, 1, 1, 2, 0, 1, 1, 2, 2, 2, 1, 0, 0, 0]","[0, 0, 1]","[[{7}, {2, 6}, {4, 5}, {1, 3}], [{7}, {3, 6}, {4, 5}, {1, 2}]]",0,8*K1**2 - 4*K2 - 3,"<a href=""/flatknot/7.42008"">7.42008</a>",O1O2O3U2U4O5U1O4U3U5O6O7U6U7,O1O2U3O4U1O3O5U2U5U4O6O7U6U7,Same,"[0, 0, 1]","{'O1O2O3U4U5O4O5U6U1U2O7O6U3U7', 'O1O2U3O4U2O5O3U6U7O6O7U4U1U5', 'O1O2O3U4U5O4O5U6U1O7U3O6U7U2'}",3,,
7.42009,O1O2O3U4U5O4O5U6U2O7U1O6U7U3,"[[ 0 -1  0  2 -1  1 -1  0]
 [ 1  0  0  2  0  2  0  0]
 [ 0  0  0  0 -1  1  0 -1]
 [-2 -2  0  0 -3 -1 -1 -1]
 [ 1  0  1  3  0  1  0  0]
 [-1 -2 -1  1 -1  0 -2  0]
 [ 1  0  0  1  0  2  0  0]
 [ 0  0  1  1  0  0  0  0]]","[[ 0  2  1  0  0 -1 -1 -1]
 [-2  0 -1  0 -1 -1 -2 -3]
 [-1  1  0 -1  0 -2 -2 -1]
 [ 0  0  1  0 -1  0  0 -1]
 [ 0  1  0  1  0  0  0  0]
 [ 1  1  2  0  0  0  0  0]
 [ 1  2  2  0  0  0  0  0]
 [ 1  3  1  1  0  0  0  0]]",True,"[-2, -1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 2, 3, 1, 0, 2, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 2, 0, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",t^{7} + 28 t^{5} + 110 t^{3} + 21 t,t^{8} + 36 t^{6} + 151 t^{4} + 35 t^{2} + 1,"[-1, -1, -1, 0, 0, 1, 2, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 2, 1, 0, 2, 1, 1, 0]","[-2, -1, 0, 0, 1, 1, 1, 0, 1, 2, 0, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[-1, -1, -1, 0, 0, 1, 2, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 2, 0, 1, 1, 3, 1, 0, 1, 1, 0, 1]","[0, 0, 0]","[[{3, 7}, {6}, {4, 5}, {1, 2}], [{5, 7}, {6}, {3, 4}, {1, 2}]]",1,-20*K1**3 + 10*K1**2 + 16*K1*K2 + 7*K1 - 5*K2 - 3*K3 - 4,"<a href=""/flatknot/7.42009"">7.42009</a>",O1O2O3U1U4O5U3O4U2U5O6O7U6U7,O1O2U3O4U1O3O5U4U2U5O6O7U6U7,O1O2U3O4U2O5O3U6U7O6O7U1U5U4,"[0, 0, 0]",{'O1O2O3U4U5O4O5U6U2O7U1O6U7U3'},1,,False
7.42010,O1O2O3U4U5O4O5U6U2O7U3O6U1U7,"[[ 0 -1  0  1 -1  1 -1  1]
 [ 1  0  0  2  0  2 -1  1]
 [ 0  0  0  1 -1  1 -1  0]
 [-1 -2 -1  0 -2  0 -1  0]
 [ 1  0  1  2  0  1  0  1]
 [-1 -2 -1  0 -1  0 -2  1]
 [ 1  1  1  1  0  2  0  1]
 [-1 -1  0  0 -1 -1 -1  0]]","[[ 0  1  1  1  0 -1 -1 -1]
 [-1  0  1  0 -1 -1 -2 -2]
 [-1 -1  0  0  0 -1 -1 -1]
 [-1  0  0  0 -1 -2 -1 -2]
 [ 0  1  0  1  0 -1 -1  0]
 [ 1  1  1  2  1  0  0  0]
 [ 1  2  1  1  1  0  0  1]
 [ 1  2  1  2  0  0 -1  0]]",True,"[-1, -1, -1, 0, 1, 1, 1, -1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 1, 1, 2, 1, 2, 1, 1, 0, 0, 0, -1]","[-1, -1, -1, 0, 1, 1, 1, -1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, -1, 0]",t^{7} + 27 t^{5} + 67 t^{3} + 37 t,t^{8} + 33 t^{6} + 87 t^{4} + 53 t^{2},"[-1, -1, -1, 0, 1, 1, 1, -1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, -1, 0]","[-1, -1, -1, 0, 1, 1, 1, -1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, -1, 0, 0]","[-1, -1, -1, 0, 1, 1, 1, -1, 0, 0, 1, 2, 2, 0, 1, 1, 1, 2, 1, 1, 2, 1, 0, 1, 1, 0, -1, 0]","[0, 0, 0]","[[{1, 7}, {3, 6}, {4, 5}, {2}]]",0,-8*K1**3 + 4*K1**2 + 8*K1*K2 + 2*K1 - 2*K2 - 2*K3 - 1,"<a href=""/flatknot/7.42010"">7.42010</a>",O1O2O3U4U3O5U1O4U2U5O6O7U6U7,O1O2U3O4U1O5O3U5U2U4O6O7U6U7,O1O2U3O4U1O5O3U6U7O6O7U4U5U2,"[0, 0, 0]",{'O1O2O3U4U5O4O5U6U2O7U3O6U1U7'},1,,
